Rider Id,City Name,Contract Name,Vehicle Name,Batch Number,TGA Status,Error Codes,# Shifts,Working Days,Planned Working Hours,Actual Working Hours,Avg. Working Hours/ Day,Attendance Rate,Break Hours,Lost Hours,Acceptance Rate,Contact Rate,No Shows,No Show %,Notified Deliveries,Completed Deliveries,Accepted Deliveries,Not Accepted Deliveries,Stacked Deliveries,Declined Deliveries,Cancelled Deliveries
2014356,Riyadh,shorouk_mansoura_ftr,bike,3,0,0,4,1,20.5,19.76,19.76,0.9639024390243903,0.5863888888888888,0.15416666666666667,0.8620689655172413,0,0,0,29,24,25,1,4,3,0
2043550,Riyadh,shorouk_mansoura_ftr,bike,4,0,0,4,1,17.5,13.32,13.32,0.7611428571428571,0,4.181111111111111,0.9375,0,0,0,16,15,15,0,2,1,0
1811713,Riyadh,shorouk_mansoura_ftr,bike,4,0,0,4,1,22.5,23.35,23.35,1,0,0,0.9666666666666667,0.03571428571428571,0,0,31,28,30,0,4,1,0
2642282,Riyadh,shorouk_mansoura_ftr,car,2,0,0,4,1,22,23.38,23.38,1,0,0.010277777777777778,1,0.038461538461538464,0,0,26,25,26,0,0,0,1
2601456,Riyadh,shorouk_mansoura_ftr,car,1,0,0,4,1,19.75,20.29,20.29,1,0,0.0011111111111111111,1,0,0,0,24,23,24,0,4,0,1
2539138,Riyadh,shorouk_mansoura_ftr,car,3,0,0,5,1,21.5,20.66,20.66,0.9609302325581396,0.24166666666666667,1.1861111111111111,1,0,0,0,27,27,27,0,6,0,0
2591050,Riyadh,shorouk_mansoura_ftr,car,4,0,0,4,1,19.75,20.4,20.4,1,0,0.056666666666666664,1,0.07692307692307693,0,0,24,23,24,0,8,0,3
2605310,Riyadh,shorouk_mansoura_ftr,car,2,0,0,5,1,24,21.46,21.46,0.8941666666666667,2.535833333333333,0.5,1,0.12,0,0,24,23,24,0,4,0,2
2014382,Riyadh,shorouk_mansoura_ftr,bike,4,0,0,3,1,9.89,9.64,9.64,0.974721941354904,0.37444444444444447,0.006388888888888889,0.8947368421052632,0,0,0,19,18,17,0,2,2,0
2003965,Riyadh,shorouk_mansoura_ftr,bike,4,0,0,4,1,12.71,11.69,11.69,0.9197482297403619,1.015,0.0002777777777777778,0.9444444444444444,0,0,0,19,17,18,0,6,1,0
1816464,Riyadh,shorouk_mansoura_ftr,bike,4,0,0,3,1,7.83,6.77,6.77,0.8646232439335887,0.7636111111111111,0.29777777777777775,0.4,0,0,0,5,2,2,0,0,3,0
2604143,Riyadh,shorouk_mansoura_ftr,car,3,0,0,5,1,19.75,19,19,0.9620253164556962,0.7577777777777778,0.16583333333333333,1,0.034482758620689655,0,0,29,27,29,-1,4,1,2
2534170,Riyadh,shorouk_mansoura_ftr,bike,2,0,0,3,1,18.75,18.74,18.74,0.9994666666666666,0.5013888888888889,0,0.9583333333333334,0.045454545454545456,0,0,24,22,23,0,2,1,0
2061278,Riyadh,shorouk_mansoura_ftr,bike,2,0,0,2,1,17.96,17.34,17.34,0.965478841870824,0.6080555555555556,0.010833333333333334,0.9705882352941176,0.030303030303030304,0,0,34,33,33,0,2,1,0
2214748,Riyadh,shorouk_mansoura_ftr,bike,2,0,0,5,1,19.5,20.25,20.25,1,0,0.004722222222222222,1,0.038461538461538464,0,0,27,26,27,0,4,0,0
2539859,Riyadh,shorouk_mansoura_ftr,car,4,0,0,5,1,21.13,19.44,19.44,0.9200189304306674,1.5127777777777778,0.6997222222222222,1,0,0,0,22,21,22,0,2,0,0
1817487,Riyadh,shorouk_mansoura_ftr,bike,4,0,0,5,1,21.75,22.6,22.6,1,0,0,0.9473684210526315,0,0,0,38,36,36,0,2,2,0
2014388,Riyadh,shorouk_mansoura_ftr,bike,4,0,0,2,1,12.25,12.39,12.39,1,0.2513888888888889,0,0.9090909090909091,0,0,0,22,20,20,0,2,2,0
1817375,Riyadh,shorouk_mansoura_ftr,bike,4,0,0,4,1,12.69,12.73,12.73,1,0,0,0.9166666666666666,0,0,0,25,23,23,0,6,2,0
2093069,Riyadh,shorouk_mansoura_ftr,bike,3,0,0,4,1,15.75,16.25,16.25,1,0,0.0033333333333333335,1,0.13333333333333333,0,0,16,15,16,0,4,0,0
1811873,Riyadh,shorouk_mansoura_ftr,bike,3,0,0,1,1,3.75,3.14,3.14,0.8373333333333334,0.25416666666666665,0.3527777777777778,0.75,0,0,0,8,6,6,0,0,2,0
1817363,Riyadh,shorouk_mansoura_ftr,bike,3,0,0,2,1,14.5,14.75,14.75,1,0,0.005,0.9666666666666667,0.034482758620689655,0,0,30,29,29,0,2,1,0
2061282,Riyadh,shorouk_mansoura_ftr,bike,3,0,0,3,1,12.75,9.19,9.19,0.7207843137254901,0.37722222222222224,3.4430555555555555,0.9375,0.0625,0,0,16,14,15,0,4,1,2
2085501,Riyadh,shorouk_mansoura_ftr,bike,2,0,0,4,1,18,18.74,18.74,1,0,0.011666666666666667,0.9047619047619048,0,0,0,22,19,20,0,8,2,1
2043795,Riyadh,shorouk_mansoura_ftr,bike,2,0,0,5,1,15.87,16.11,16.11,1,0.26055555555555554,0.0019444444444444444,0.8260869565217391,0,0,0,24,19,20,1,5,3,1
