Rider Id,City Name,Contract Name,Vehicle Name,Batch Number,TGA Status,Error Codes,# Shifts,Working Days,Planned Working Hours,Actual Working Hours,Avg. Working Hours/ Day,Attendance Rate,Break Hours,Lost Hours,Acceptance Rate,Contact Rate,No Shows,No Show %,Notified Deliveries,Completed Deliveries,Accepted Deliveries,Not Accepted Deliveries,Stacked Deliveries,Declined Deliveries,Cancelled Deliveries
2003967,Riyadh,shorouk_mansoura_ftr,bike,2,0,0,4,1,20,21,21,1,0,0.004166666666666667,0.96875,0,0,0,32,31,31,0,6,1,0
2061282,Riyadh,shorouk_mansoura_ftr,bike,3,0,0,3,1,12.25,11.86,11.86,0.9681632653061224,0.6338888888888888,0.005555555555555556,0.95,0,0,0,21,19,20,0,2,1,0
2061278,Riyadh,shorouk_mansoura_ftr,bike,2,0,0,3,1,15.15,13.21,13.21,0.871947194719472,2.0522222222222224,0.0025,0.9230769230769231,0.043478260869565216,0,0,26,23,24,1,2,1,0
2601456,Riyadh,shorouk_mansoura_ftr,car,1,0,0,4,1,19.5,19.8,19.8,1,0,0.013333333333333334,1,0,0,0,29,27,29,0,4,0,1
1817487,Riyadh,shorouk_mansoura_ftr,bike,4,0,0,2,1,13,11.76,11.76,0.9046153846153846,0,1.4944444444444445,0.9444444444444444,0.058823529411764705,0,0,19,16,18,0,2,1,1
2040739,Riyadh,shorouk_mansoura_ftr,bike,3,0,0,4,1,19.75,19.85,19.85,1,0,1.25,0.9333333333333333,0,0,0,15,13,14,1,2,0,1
2043795,Riyadh,shorouk_mansoura_ftr,bike,2,0,0,3,1,13.79,13.79,13.79,1,0,0.002777777777777778,1,0.07407407407407407,0,0,26,25,26,0,1,0,2
2214748,Riyadh,shorouk_mansoura_ftr,bike,2,0,0,5,1,20.75,21.27,21.27,1,0,0.011666666666666667,0.9354838709677419,0,0,0,32,28,30,0,2,2,1
2604143,Riyadh,shorouk_mansoura_ftr,car,3,0,0,5,1,20.5,20.53,20.53,1,0.26861111111111113,0.006666666666666667,1,0,0,0,27,27,27,0,4,0,0
2642282,Riyadh,shorouk_mansoura_ftr,car,2,0,0,4,1,20.5,21.71,21.71,1,0,0,1,0,0,0,32,31,32,-1,8,1,1
2014388,Riyadh,shorouk_mansoura_ftr,bike,4,0,0,3,1,16.5,16.22,16.22,0.9830303030303029,0.29638888888888887,0,0.8928571428571429,0.04,0,0,28,25,25,0,4,3,0
